"","RPT_DT","OFNS_DESC","LAW_CAT_CD","BORO_NM","ADDR_PCT_CD","Latitude","Longitude","Lat_Lon","id","address","street_number","route","neighborhood","political","administrative_area_level_2","administrative_area_level_1","country","postal_code","postal_code_suffix","locality"
"64877","08/25/2015","POSSESSION OF STOLEN PROPERTY","MISDEMEANOR","BRONX",46,40.861608168,-73.898298164,"(40.861608168, -73.898298164)",6497,"156 E 188th St, Bronx, NY 10468, USA","156","East 188th Street","West Bronx","Bronx","Bronx County","New York","United States","10468",NA,NA
"81784","10/20/2015","PETIT LARCENY","MISDEMEANOR","BRONX",42,40.836630355,-73.885536048,"(40.836630355, -73.885536048)",6498,"979 E 174th St, Bronx, NY 10460, USA","979","East 174th Street","West Bronx","Bronx","Bronx County","New York","United States","10460",NA,NA
"67656","09/04/2015","HARRASSMENT 2","VIOLATION","BRONX",43,40.838052921,-73.859000051,"(40.838052921, -73.859000051)",6499,"1589 Unionport Rd, Bronx, NY 10462, USA","1589","Unionport Road","East Bronx","Bronx","Bronx County","New York","United States","10462",NA,NA
"82099","10/21/2015","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","BRONX",40,40.806508291,-73.92773891,"(40.806508291, -73.92773891)",6500,"88-98 Alexander Ave, Bronx, NY 10454, USA","88-98","Alexander Avenue","West Bronx","Bronx","Bronx County","New York","United States","10454","4403",NA
"52101","07/17/2015","PETIT LARCENY","MISDEMEANOR","BRONX",42,40.830313367,-73.898710964,"(40.830313367, -73.898710964)",6501,"1267-1269 Union Ave, Bronx, NY 10459, USA","1267-1269","Union Avenue","West Bronx","Bronx","Bronx County","New York","United States","10459",NA,NA
"19847","03/26/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",43,40.825538423,-73.882277901,"(40.825538423, -73.882277901)",6502,"1101 Close Ave, Bronx, NY 10472, USA","1101","Close Avenue","East Bronx","Bronx","Bronx County","New York","United States","10472","3103",NA
"96464","12/17/2015","PETIT LARCENY","MISDEMEANOR","BRONX",44,40.833419507,-73.930980069,"(40.833419507, -73.930980069)",6503,"1001-1051 University Ave, Bronx, NY 10452, USA","1001-1051","University Avenue","West Bronx","Bronx","Bronx County","New York","United States","10452",NA,NA
"96934","12/14/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",50,40.880036986,-73.899354841,"(40.880036986, -73.899354841)",6504,"3380 Fort Independence St, Bronx, NY 10463, USA","3380","Fort Independence Street","West Bronx","Bronx","Bronx County","New York","United States","10463","4502",NA
"25286","04/15/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",49,40.843673874,-73.868096037,"(40.843673874, -73.868096037)",6505,"1730 Fillmore St, Bronx, NY 10460, USA","1730","Fillmore Street","East Bronx","Bronx","Bronx County","New York","United States","10460","2602",NA
"48321","07/03/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",41,40.816133702,-73.895141472,"(40.816133702, -73.895141472)",6506,"801-815 Bruckner Blvd, Bronx, NY 10459, USA","801-815","Bruckner Boulevard","West Bronx","Bronx","Bronx County","New York","United States","10459",NA,NA
"16991","06/05/2015","THEFT-FRAUD","FELONY","BRONX",50,40.895786677,-73.897005213,"(40.895786677, -73.897005213)",6507,"221 W 251st St, Bronx, NY 10471, USA","221","West 251st Street","West Bronx","Bronx","Bronx County","New York","United States","10471",NA,NA
"55597","07/27/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",41,40.814000554,-73.900780541,"(40.814000554, -73.900780541)",6508,"651 Fox St, Bronx, NY 10455, USA","651","Fox Street","Woodstock","Bronx","Bronx County","New York","United States","10455",NA,NA
"13296","02/28/2015","POSSESSION OF STOLEN PROPERTY","FELONY","BRONX",46,40.857935728,-73.901427157,"(40.857935728, -73.901427157)",6509,"111-113 E 183rd St, Bronx, NY 10453, USA","111-113","East 183rd Street","West Bronx","Bronx","Bronx County","New York","United States","10453","1238",NA
"3759","01/17/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",48,40.848011064,-73.892423737,"(40.848011064, -73.892423737)",6510,"2089 Arthur Ave, Bronx, NY 10457, USA","2089","Arthur Avenue","West Bronx","Bronx","Bronx County","New York","United States","10457",NA,NA
"25453","04/16/2015","HARRASSMENT 2","VIOLATION","BRONX",42,40.832773975,-73.894096197,"(40.832773975, -73.894096197)",6511,"1390-1400 Stebbins Ave, Bronx, NY 10459, USA","1390-1400","Stebbins Avenue","West Bronx","Bronx","Bronx County","New York","United States","10459","1309",NA
"29125","04/29/2015","HARRASSMENT 2","VIOLATION","BRONX",46,40.848148974,-73.909165818,"(40.848148974, -73.909165818)",6512,"71-99 E 176th St, Bronx, NY 10453, USA","71-99","East 176th Street","West Bronx","Bronx","Bronx County","New York","United States","10453",NA,NA
"25219","04/15/2015","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","BRONX",40,40.815532355,-73.918617846,"(40.815532355, -73.918617846)",6513,"372 E 148th St, Bronx, NY 10455, USA","372","East 148th Street","West Bronx","Bronx","Bronx County","New York","United States","10455","4050",NA
"90859","11/23/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",52,40.865658464,-73.891310558,"(40.865658464, -73.891310558)",6514,"2670-2700 Bainbridge Ave, Bronx, NY 10458, USA","2670-2700","Bainbridge Avenue","Fordham Manor","Bronx","Bronx County","New York","United States","10458",NA,NA
"98825","12/22/2015","BURGLARY","FELONY","BRONX",47,40.879047073,-73.867638932,"(40.879047073, -73.867638932)",6515,"3531-3555 Olinville Ave, Bronx, NY 10467, USA","3531-3555","Olinville Avenue","East Bronx","Bronx","Bronx County","New York","United States","10467",NA,NA
"72388","09/18/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",40,40.821177307,-73.913556325,"(40.821177307, -73.913556325)",6516,"776 Elton Ave, Bronx, NY 10451, USA","776","Elton Avenue","West Bronx","Bronx","Bronx County","New York","United States","10451","4519",NA
"37270","05/28/2015","GRAND LARCENY","FELONY","BRONX",50,40.876500947,-73.911698082,"(40.876500947, -73.911698082)",6517,"30 Adrian Ave, Bronx, NY 10463, USA","30","Adrian Avenue","West Bronx","Bronx","New York County","New York","United States","10463","6502","New York"
"99090","12/30/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",43,40.820954868,-73.858017409,"(40.820954868, -73.858017409)",6518,"734-774 White Plains Rd, Bronx, NY 10473, USA","734-774","White Plains Road","East Bronx","Bronx","Bronx County","New York","United States","10473","2634",NA
"36538","05/24/2015","HARRASSMENT 2","VIOLATION","BRONX",48,40.846272027,-73.88503513,"(40.846272027, -73.88503513)",6519,"817-819 E 180th St, Bronx, NY 10460, USA","817-819","East 180th Street","West Bronx","Bronx","Bronx County","New York","United States","10460",NA,NA
"53196","07/19/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",47,40.876975223,-73.852137406,"(40.876975223, -73.852137406)",6520,"1166 E 215th St, Bronx, NY 10469, USA","1166","East 215th Street","East Bronx","Bronx","Bronx County","New York","United States","10469",NA,NA
"95213","12/08/2015","PETIT LARCENY","MISDEMEANOR","BRONX",42,40.836630355,-73.885536048,"(40.836630355, -73.885536048)",6521,"979 E 174th St, Bronx, NY 10460, USA","979","East 174th Street","West Bronx","Bronx","Bronx County","New York","United States","10460",NA,NA
"79772","10/13/2015","PETIT LARCENY","MISDEMEANOR","BRONX",40,40.815180724,-73.903950729,"(40.815180724, -73.903950729)",6522,"835 E 152nd St, Bronx, NY 10455, USA","835","East 152nd Street","West Bronx","Bronx","Bronx County","New York","United States","10455",NA,NA
"36455","05/25/2015","GRAND LARCENY OF MOTOR VEHICLE","FELONY","BRONX",43,40.817941833,-73.847785022,"(40.817941833, -73.847785022)",6523,"515-575 Castle Hill Ave, Bronx, NY 10473, USA","515-575","Castle Hill Avenue","East Bronx","Bronx","Bronx County","New York","United States","10473",NA,NA
"93189","12/15/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",52,40.86512331,-73.888498643,"(40.86512331, -73.888498643)",6524,"2710 Decatur Ave, Bronx, NY 10458, USA","2710","Decatur Avenue","West Bronx","Bronx","Bronx County","New York","United States","10458","3786",NA
"60587","08/14/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",48,40.859882651,-73.893217937,"(40.859882651, -73.893217937)",6525,"2457 Webster Ave, Bronx, NY 10458, USA","2457","Webster Avenue","West Bronx","Bronx","Bronx County","New York","United States","10458","5508",NA
"62138","08/16/2015","INTOXICATED & IMPAIRED DRIVING","MISDEMEANOR","BRONX",49,40.846551628,-73.859885638,"(40.846551628, -73.859885638)",6526,"871-899 Morris Park Ave, Bronx, NY 10462, USA","871-899","Morris Park Avenue","East Bronx","Bronx","Bronx County","New York","United States","10462","3655",NA
"28310","04/26/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",47,40.88367976,-73.833450905,"(40.88367976, -73.833450905)",6527,"3555 Bivona St, Bronx, NY 10475, USA","3555","Bivona Street","East Bronx","Bronx","Bronx County","New York","United States","10475",NA,NA
"12569","02/25/2015","GRAND LARCENY OF MOTOR VEHICLE","FELONY","BRONX",47,40.872037533,-73.83784794,"(40.872037533, -73.83784794)",6528,"3018 Bruner Ave, Bronx, NY 10469, USA","3018","Bruner Avenue","East Bronx","Bronx","Bronx County","New York","United States","10469","3224",NA
"91239","11/23/2015","HARRASSMENT 2","VIOLATION","BRONX",47,40.896104576,-73.857784547,"(40.896104576, -73.857784547)",6529,"655 E 236th St, Bronx, NY 10466, USA","655","East 236th Street","East Bronx","Bronx","Bronx County","New York","United States","10466","1709",NA
"43957","06/18/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",42,40.839777318,-73.905386128,"(40.839777318, -73.905386128)",6530,"1601-1629 Webster Ave, Bronx, NY 10457, USA","1601-1629","Webster Avenue","West Bronx","Bronx","Bronx County","New York","United States","10457",NA,NA
"92706","12/07/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",40,40.809673472,-73.920192789,"(40.809673472, -73.920192789)",6531,"455 E 140th St, Bronx, NY 10454, USA","455","East 140th Street","West Bronx","Bronx","Bronx County","New York","United States","10454",NA,NA
"63114","08/31/2015","GRAND LARCENY","FELONY","BRONX",43,40.829672202,-73.885233644,"(40.829672202, -73.885233644)",6532,"1480 Sheridan Expy, Bronx, NY 10459, USA","1480","Sheridan Expressway","West Bronx","Bronx","Bronx County","New York","United States","10459","2106",NA
"93293","12/01/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",47,40.88515427,-73.845739704,"(40.88515427, -73.845739704)",6533,"557-811 229th St Dr S, Bronx, NY 10466, USA","557-811","229th Street Drive South","East Bronx","Bronx","Bronx County","New York","United States","10466",NA,NA
"25256","04/15/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",42,40.830633954,-73.904506587,"(40.830633954, -73.904506587)",6534,"1228 Fulton Ave, Bronx, NY 10456, USA","1228","Fulton Avenue","West Bronx","Bronx","Bronx County","New York","United States","10456",NA,NA
"65407","08/28/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",52,40.872967483,-73.874940563,"(40.872967483, -73.874940563)",6535,"382 E 205th St, Bronx, NY 10467, USA","382","East 205th Street","West Bronx","Bronx","Bronx County","New York","United States","10467",NA,NA
"17401","03/16/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",52,40.861839285,-73.892853272,"(40.861839285, -73.892853272)",6536,"360 E Fordham Rd, Bronx, NY 10458, USA","360","East Fordham Road","West Bronx","Bronx","Bronx County","New York","United States","10458",NA,NA
"83278","10/25/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",47,40.876046827,-73.851600685,"(40.876046827, -73.851600685)",6537,"1191 E 214th St, Bronx, NY 10469, USA","1191","East 214th Street","East Bronx","Bronx","Bronx County","New York","United States","10469",NA,NA
"76518","10/02/2015","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","BRONX",40,40.810398494,-73.924895311,"(40.810398494, -73.924895311)",6538,"262-268 Alexander Ave, Bronx, NY 10454, USA","262-268","Alexander Avenue","West Bronx","Bronx","Bronx County","New York","United States","10454",NA,NA
"90710","11/21/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",41,40.814796857,-73.901169522,"(40.814796857, -73.901169522)",6539,"677 Beck St, Bronx, NY 10455, USA","677","Beck Street","West Bronx","Bronx","Bronx County","New York","United States","10455",NA,NA
"64779","08/26/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",48,40.847347843,-73.884924837,"(40.847347843, -73.884924837)",6540,"2127 Mapes Ave, Bronx, NY 10460, USA","2127","Mapes Avenue","West Bronx","Bronx","Bronx County","New York","United States","10460",NA,NA
"56234","07/29/2015","HARRASSMENT 2","VIOLATION","BRONX",45,40.840047021,-73.851399092,"(40.840047021, -73.851399092)",6541,"1708-1718 Zerega Ave, Bronx, NY 10462, USA","1708-1718","Zerega Avenue","East Bronx","Bronx","Bronx County","New York","United States","10462",NA,NA
"98463","12/21/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",49,40.870481811,-73.846251015,"(40.870481811, -73.846251015)",6542,"1361-1371 E Gun Hill Rd, Bronx, NY 10469, USA","1361-1371","East Gun Hill Road","East Bronx","Bronx","Bronx County","New York","United States","10469",NA,NA
"14708","03/06/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",40,40.820082016,-73.921004063,"(40.820082016, -73.921004063)",6543,"281 E 153rd St, Bronx, NY 10451, USA","281","East 153rd Street","West Bronx","Bronx","Bronx County","New York","United States","10451",NA,NA
"28659","04/27/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",42,40.824414916,-73.915698358,"(40.824414916, -73.915698358)",6544,"868 Courtlandt Ave, Bronx, NY 10451, USA","868","Courtlandt Avenue","West Bronx","Bronx","Bronx County","New York","United States","10451",NA,NA
"34889","05/18/2015","FELONY ASSAULT","FELONY","BRONX",52,40.870600658,-73.890246693,"(40.870600658, -73.890246693)",6545,"2866 Grand Concourse, Bronx, NY 10458, USA","2866","Grand Concourse","West Bronx","Bronx","Bronx County","New York","United States","10458","2700",NA
"34132","05/16/2015","HARRASSMENT 2","VIOLATION","BRONX",52,40.876971907,-73.87486071,"(40.876971907, -73.87486071)",6546,"303 E 209th St, Bronx, NY 10467, USA","303","East 209th Street","West Bronx","Bronx","Bronx County","New York","United States","10467","3303",NA
"20995","03/30/2015","DANGEROUS WEAPONS","MISDEMEANOR","BRONX",44,40.839890404,-73.916784644,"(40.839890404, -73.916784644)",6547,"1401 Townsend Ave, Bronx, NY 10452, USA","1401","Townsend Avenue","Mount Eden","Bronx","Bronx County","New York","United States","10452",NA,NA
"53689","07/21/2015","HARRASSMENT 2","VIOLATION","BRONX",46,40.855795583,-73.905573007,"(40.855795583, -73.905573007)",6548,"2150 Jerome Ave, Bronx, NY 10453, USA","2150","Jerome Avenue","West Bronx","Bronx","Bronx County","New York","United States","10453","1816",NA
"58023","08/05/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",40,40.820646551,-73.901980985,"(40.820646551, -73.901980985)",6549,"829-849 E 161st St, Bronx, NY 10459, USA","829-849","East 161st Street","Woodstock","Bronx","Bronx County","New York","United States","10459",NA,NA
"944","01/06/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",46,40.852141187,-73.922375722,"(40.852141187, -73.922375722)",6550,"20 Richman Plaza, Bronx, NY 10453, USA","20","Richman Plaza","West Bronx","Bronx","Bronx County","New York","United States","10453",NA,NA
"45559","06/25/2015","HARRASSMENT 2","VIOLATION","BRONX",47,40.903203162,-73.854054202,"(40.903203162, -73.854054202)",6551,"617 E 240th St, Bronx, NY 10470, USA","617","East 240th Street","East Bronx","Bronx","Bronx County","New York","United States","10470","1405",NA
"98815","12/22/2015","PETIT LARCENY","MISDEMEANOR","BRONX",42,40.83935479,-73.896004762,"(40.83935479, -73.896004762)",6552,"1596-1672 Crotona Ave, Bronx, NY 10457, USA","1596-1672","Crotona Avenue","West Bronx","Bronx","Bronx County","New York","United States","10457",NA,NA
"47310","06/30/2015","DANGEROUS WEAPONS","MISDEMEANOR","BRONX",42,40.829832371,-73.907723745,"(40.829832371, -73.907723745)",6553,"1161-1209 Washington Ave, Bronx, NY 10456, USA","1161-1209","Washington Avenue","West Bronx","Bronx","Bronx County","New York","United States","10456",NA,NA
"52171","07/16/2015","FELONY ASSAULT","FELONY","BRONX",45,40.841763501,-73.852204827,"(40.841763501, -73.852204827)",6554,"2425 Lyvere St, Bronx, NY 10461, USA","2425","Lyvere Street","East Bronx","Bronx","Bronx County","New York","United States","10461",NA,NA
"18372","03/21/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",46,40.855045855,-73.911979607,"(40.855045855, -73.911979607)",6555,"87-115 W 179th St, Bronx, NY 10453, USA","87-115","West 179th Street","West Bronx","Bronx","Bronx County","New York","United States","10453",NA,NA
"58073","08/04/2015","DANGEROUS WEAPONS","FELONY","BRONX",42,40.83797773,-73.885255456,"(40.83797773, -73.885255456)",6556,"1797 Vyse Ave, Bronx, NY 10460, USA","1797","Vyse Avenue","West Bronx","Bronx","Bronx County","New York","United States","10460",NA,NA
"67340","09/02/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",52,40.868757868,-73.894964487,"(40.868757868, -73.894964487)",6557,"51 E 196th St, Bronx, NY 10468, USA","51","East 196th Street","West Bronx","Bronx","Bronx County","New York","United States","10468",NA,NA
"26959","04/21/2015","FELONY ASSAULT","FELONY","BRONX",41,40.820015256,-73.88697368,"(40.820015256, -73.88697368)",6558,"901 Bryant Ave, Bronx, NY 10474, USA","901","Bryant Avenue","West Bronx","Bronx","Bronx County","New York","United States","10474",NA,NA
"25342","04/20/2015","THEFT-FRAUD","FELONY","BRONX",41,40.819435407,-73.894926721,"(40.819435407, -73.894926721)",6559,"901-903 Tiffany St, Bronx, NY 10459, USA","901-903","Tiffany Street","West Bronx","Bronx","Bronx County","New York","United States","10459",NA,NA
"81651","10/26/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",46,40.854810951,-73.906452813,"(40.854810951, -73.906452813)",6560,"2080-2100 Jerome Ave, Bronx, NY 10453, USA","2080-2100","Jerome Avenue","West Bronx","Bronx","Bronx County","New York","United States","10453",NA,NA
"65332","10/23/2015","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","BRONX",41,40.791151867,-73.884371919,"(40.791151867, -73.884371919)",6561,"15-0 Hazen St, East Elmhurst, NY 11370, USA","15-0","Hazen Street","East Elmhurst","Bronx","Bronx County","New York","United States","11370",NA,NA
"61959","08/16/2015","CRIMINAL TRESPASS","MISDEMEANOR","BRONX",44,40.841904143,-73.923442998,"(40.841904143, -73.923442998)",6562,"1373 Plimpton Ave, Bronx, NY 10452, USA","1373","Plimpton Avenue","West Bronx","Bronx","Bronx County","New York","United States","10452","2402",NA
